Player_ID,Matches,Innings,Runs,Batting_Average,Strike_Rate,Fours,Sixes,Wickets,Bowling_Average,Economy_Rate,Catches,Player_Performance_Score
P0361,24,22,275,30.8,156.8,19,14,8,35.3,8.3,10,30.0
P0362,46,45,563,15.0,139.7,44,18,11,19.8,7.7,12,30.0
P0363,42,41,1374,31.1,128.4,162,23,8,33.2,7.1,14,30.0
P0364,17,15,50,39.5,137.6,4,1,5,22.0,7.6,16,30.0
P0365,14,12,397,22.7,103.0,34,12,9,18.7,8.7,9,30.0
P0366,48,45,50,37.7,142.4,4,1,9,28.4,6.8,17,30.0
P0367,13,12,50,35.9,116.5,5,2,9,21.8,7.8,11,30.0
P0368,15,14,50,41.2,110.7,3,2,5,35.3,7.3,13,30.0
P0369,41,41,50,37.1,107.6,5,1,10,35.5,7.8,18,30.0
P0370,39,36,50,27.2,155.0,5,1,10,15.0,6.7,15,30.0
P0371,44,44,598,46.8,123.7,57,26,9,22.4,7.5,10,30.0
P0372,49,48,4900,34.6,162.6,320,257,8,17.3,8.5,12,86.9
P0373,25,22,372,35.8,125.4,37,18,8,25.3,6.5,10,30.0
P0374,22,20,650,27.6,104.3,41,23,10,32.6,6.1,18,30.0
P0375,39,36,1613,32.0,114.9,154,74,10,27.1,6.1,7,30.0
P0376,28,26,824,28.0,157.2,86,30,3,24.3,6.2,13,30.0
P0377,26,24,762,34.4,132.2,55,28,14,39.4,8.0,13,30.0
P0378,28,25,50,51.4,125.1,5,0,11,15.0,6.0,17,30.0
P0379,37,35,2029,23.7,137.9,125,40,8,38.9,7.1,18,33.8
P0380,35,35,2110,21.5,144.0,233,76,8,24.6,8.0,14,44.1
P0381,46,45,50,49.2,155.1,4,1,8,28.4,7.8,15,30.0
P0382,35,33,50,34.1,161.1,3,0,9,24.8,7.0,10,30.0
P0383,32,32,690,30.0,128.5,46,30,12,41.3,7.6,8,30.0
P0384,18,16,50,45.4,111.1,5,0,13,19.2,7.5,10,30.0
P0385,21,20,920,30.5,127.6,59,35,11,29.1,7.2,11,30.0
P0386,10,10,142,52.4,139.7,10,5,7,33.2,7.2,6,30.0
P0387,10,9,1199,42.1,117.7,96,64,7,16.1,9.6,16,30.0
P0388,43,42,2908,31.6,117.8,282,99,5,21.6,8.2,15,46.4
P0389,41,41,2755,55.4,141.2,255,48,6,27.8,9.9,13,58.4
P0390,34,34,2105,30.5,134.1,142,78,3,21.9,6.9,10,41.9
P0391,49,49,4403,42.7,135.6,340,214,9,22.5,7.3,14,81.4
P0392,10,7,118,38.7,121.3,8,6,13,26.2,6.1,15,30.0
P0393,25,25,219,47.7,130.9,15,7,7,34.2,6.6,13,30.0
P0394,48,48,2590,50.1,118.4,219,72,7,26.3,9.3,15,51.1
P0395,14,14,945,36.3,151.0,96,48,11,37.6,6.9,8,30.0
P0396,31,31,1031,29.2,153.6,75,23,6,21.0,9.3,10,30.0
P0397,38,36,50,40.1,101.8,4,1,9,19.0,6.2,14,30.0
P0398,12,9,53,29.9,118.3,4,1,13,44.4,6.3,9,30.0
P0399,21,20,1002,54.1,108.1,118,16,11,23.7,7.1,12,31.2
P0400,35,35,1204,37.2,123.3,141,34,11,18.5,7.3,17,36.2
P0401,25,23,2236,32.7,133.5,241,57,8,15.1,8.3,14,48.7
P0402,46,44,50,37.7,108.9,3,2,12,37.6,7.9,5,30.0
P0403,31,29,1042,23.9,118.4,66,55,12,26.3,7.0,15,30.0
P0404,38,37,2510,27.3,116.9,198,64,15,27.0,7.3,13,46.2
P0405,23,23,3521,46.8,138.7,267,167,4,27.7,7.1,15,69.1
P0406,37,34,609,30.1,136.2,55,10,6,37.1,6.5,10,30.0
P0407,14,11,436,26.6,122.0,46,15,5,27.6,6.5,8,30.0
P0408,39,37,2371,40.8,138.2,264,42,8,47.8,8.4,8,36.8
P0409,14,13,725,46.7,125.2,80,37,10,30.1,5.6,14,30.0
P0410,21,20,765,42.5,130.1,62,34,7,37.5,9.0,11,30.0
P0411,25,24,1549,45.0,165.1,156,64,7,35.4,7.1,18,36.8
P0412,35,32,50,29.2,159.1,3,2,3,28.7,6.6,11,30.0
P0413,35,33,1287,23.2,111.6,81,52,10,24.3,8.1,8,30.0
P0414,30,30,1672,49.5,149.9,170,89,9,31.7,8.9,11,40.7
P0415,48,45,1157,33.1,149.6,70,50,8,33.1,8.5,12,30.0
P0416,45,43,4420,33.7,114.3,373,229,9,24.4,7.9,13,70.2
P0417,42,40,623,48.0,149.7,49,22,7,30.3,8.5,10,30.0
P0418,39,39,954,41.0,162.7,96,18,7,38.9,5.7,14,30.0
P0419,46,46,5518,40.1,114.8,584,199,10,45.6,6.9,12,85.4
P0420,32,32,298,55.5,118.5,23,5,6,35.8,6.5,11,30.0
P0421,19,18,244,30.2,153.3,26,9,6,43.9,8.6,17,30.0
P0422,14,14,529,44.4,139.9,41,18,8,24.0,7.0,23,30.0
P0423,45,43,2890,36.5,144.9,250,115,11,34.6,8.2,13,50.9
P0424,43,43,1995,38.4,141.1,206,30,8,39.7,7.9,12,35.5
P0425,40,38,50,49.8,142.0,5,1,11,21.8,6.5,14,30.0
P0426,19,16,303,40.6,111.1,36,10,8,25.1,6.8,9,30.0
P0427,28,27,433,40.8,153.9,31,22,10,42.9,8.7,14,30.0
P0428,41,38,1600,45.7,156.1,159,48,6,21.2,6.6,16,42.7
P0429,10,7,326,32.7,130.9,31,10,8,18.3,7.5,6,30.0
P0430,14,12,484,28.4,134.2,55,21,7,41.2,6.6,11,30.0
P0431,13,10,50,26.6,107.4,3,1,7,38.6,7.1,16,30.0
P0432,25,23,868,18.3,144.3,91,23,3,32.5,7.4,5,30.0
P0433,33,33,2252,54.5,145.3,211,70,11,28.6,6.6,4,53.6
P0434,25,25,1554,26.1,133.9,118,36,7,25.5,6.4,14,30.0
P0435,11,9,442,34.0,155.2,39,23,6,31.3,7.7,14,30.0
P0436,37,37,2605,33.5,129.0,208,52,11,41.6,6.6,9,41.0
P0437,41,40,2274,38.8,145.2,215,67,2,30.9,6.6,14,46.0
P0438,36,33,3355,43.3,116.6,380,53,7,46.3,6.5,10,58.4
P0439,29,28,1864,43.7,134.6,175,44,9,21.8,7.3,11,48.1
P0440,33,30,832,30.8,131.9,81,38,8,28.8,8.3,6,30.0
P0441,21,21,2370,34.5,139.1,215,54,12,26.0,8.9,10,46.1
P0442,44,43,3130,38.5,128.3,197,56,6,20.3,6.7,12,59.7
P0443,42,42,2231,33.8,132.6,165,75,13,27.8,9.6,11,44.3
P0444,42,39,50,50.5,149.9,4,0,11,32.3,6.4,18,30.0
P0445,46,44,50,40.4,127.1,3,0,12,33.2,8.5,12,30.0
P0446,21,19,1046,42.6,106.1,74,49,4,46.4,6.7,12,30.0
P0447,12,11,528,42.0,166.5,47,24,14,32.7,6.5,9,30.0
P0448,10,10,179,46.6,159.9,14,9,4,38.2,6.7,7,30.0
P0449,42,42,1803,37.6,111.7,136,88,12,29.5,7.3,15,37.1
P0450,49,48,3022,24.3,147.4,265,127,5,42.4,8.0,12,42.5
P0451,19,17,1141,39.6,125.9,77,19,6,48.2,8.1,12,30.0
P0452,38,35,50,30.1,139.7,5,2,12,33.2,6.5,11,30.0
P0453,22,21,582,31.2,140.3,65,28,9,21.1,6.4,12,30.0
P0454,21,18,144,41.3,130.8,14,6,10,24.6,6.5,14,30.0
P0455,40,38,1096,47.1,120.9,72,38,9,31.3,7.3,11,31.7
P0456,11,11,233,36.2,122.6,24,5,8,32.7,7.2,12,30.0
P0457,44,42,850,38.8,118.5,92,41,11,34.6,6.4,17,30.0
P0458,32,31,50,51.3,120.0,5,2,7,32.7,7.7,17,30.0
P0459,26,26,865,38.2,133.8,57,46,10,29.1,9.7,21,30.0
P0460,35,34,887,59.4,122.1,87,18,7,23.9,6.9,9,37.5
P0461,17,16,50,41.1,147.3,5,1,16,32.2,7.0,14,30.0
P0462,38,36,2214,20.2,161.8,209,51,7,43.8,8.0,17,32.0
P0463,35,34,3038,42.8,124.6,300,141,12,37.2,6.8,10,58.6
P0464,19,17,418,39.4,139.3,36,9,5,33.3,8.1,11,30.0
P0465,35,35,1697,47.6,144.0,155,29,7,37.2,6.7,15,36.5
P0466,43,41,50,42.1,143.5,3,2,11,26.0,9.2,14,30.0
P0467,50,50,4684,34.8,136.4,460,74,8,24.9,7.7,11,79.4
P0468,16,14,1013,25.0,148.4,65,49,11,23.0,6.8,10,30.0
P0469,13,10,394,34.1,143.7,33,11,6,28.0,6.8,9,30.0
P0470,20,17,975,28.3,112.7,75,47,9,25.6,6.9,12,30.0
P0471,38,37,1338,30.8,150.6,124,49,7,38.7,8.8,11,30.0
P0472,45,43,50,41.3,151.0,3,2,5,25.2,6.1,17,30.0
P0473,34,32,960,51.0,121.3,97,49,8,22.6,6.7,7,30.0
P0474,30,30,1343,39.6,135.7,144,20,4,44.5,6.8,12,30.0
P0475,45,44,605,25.2,147.3,42,10,4,25.4,7.4,13,30.0
P0476,19,17,531,40.0,131.2,35,13,4,30.2,7.1,15,30.0
P0477,46,45,1912,46.8,154.3,131,79,12,32.6,5.9,16,48.6
P0478,18,15,420,30.5,177.5,47,21,6,19.9,7.0,19,30.0
P0479,33,31,1134,34.8,120.9,103,37,9,38.9,7.3,12,30.0
P0480,44,42,50,36.1,110.1,4,1,8,34.1,6.8,9,30.0
P0481,44,43,352,28.9,140.5,23,7,4,41.5,8.1,13,30.0
P0482,45,43,50,41.8,148.0,4,2,10,23.6,8.3,13,30.0
P0483,27,26,1795,34.9,130.8,201,96,13,29.8,7.3,17,39.7
P0484,48,46,50,39.8,161.2,5,1,7,29.3,7.6,12,30.0
P0485,41,41,2473,28.0,110.9,241,86,6,31.1,5.2,10,35.9
P0486,33,32,2448,32.1,147.5,157,45,11,17.4,7.0,12,61.3
P0487,32,30,889,42.5,124.1,59,33,6,29.9,8.4,19,30.0
P0488,41,38,50,32.6,165.9,3,1,8,17.6,7.0,12,30.0
P0489,46,44,1448,51.5,170.9,109,30,6,31.9,6.7,9,40.3
P0490,21,18,545,32.4,121.2,37,17,13,15.0,9.7,18,30.0
P0491,22,19,50,38.0,125.1,3,1,7,15.0,9.2,16,30.0
P0492,32,32,688,44.4,150.5,57,24,5,35.5,7.9,10,30.0
P0493,34,33,1940,23.2,128.0,226,74,8,24.6,8.5,12,31.6
P0494,44,42,1409,20.2,134.2,136,21,5,21.1,5.2,14,30.0
P0495,50,50,83,22.3,135.5,9,3,12,39.2,6.6,8,30.0
P0496,39,37,50,47.4,100.4,5,2,11,31.6,6.9,11,30.0
P0497,26,23,480,31.0,134.8,32,14,11,36.0,7.2,9,30.0
P0498,29,28,1299,59.0,122.6,135,22,8,27.7,6.9,20,38.6
P0499,34,32,1480,30.9,126.1,113,66,5,50.4,4.8,15,30.0
P0500,31,29,507,37.7,161.0,49,26,9,24.2,7.8,10,30.0
P0501,22,19,1432,49.9,112.4,115,35,12,43.0,7.9,14,30.0
P0502,28,26,4125,54.1,149.6,494,115,14,28.5,9.0,14,84.0
P0503,45,43,4258,54.6,130.0,322,95,4,15.8,6.6,10,87.5
P0504,21,18,803,46.9,130.0,61,30,6,32.9,6.5,9,30.0
P0505,50,50,1846,45.2,149.2,213,39,11,31.5,4.7,7,46.7
P0506,28,25,664,41.3,141.1,40,19,9,20.6,7.1,12,30.0
P0507,21,21,1969,43.0,145.3,200,84,10,21.6,8.3,19,41.5
P0508,18,17,196,31.0,152.4,20,7,5,28.8,6.8,14,30.0
P0509,16,16,478,28.6,129.0,52,14,4,31.8,9.5,13,30.0
P0510,37,37,1399,36.0,124.0,165,44,5,15.0,7.1,13,36.6
P0511,23,22,377,34.5,115.5,44,14,8,37.4,7.5,8,30.0
P0512,40,40,50,31.9,120.1,3,0,12,25.0,6.0,14,30.0
P0513,28,25,1397,42.3,180.0,152,25,6,18.3,7.7,7,41.9
P0514,25,25,1046,44.6,157.4,103,52,16,36.5,5.4,9,39.7
P0515,14,13,717,36.8,110.7,70,12,5,28.8,8.1,18,30.0
P0516,44,41,942,49.3,111.2,63,40,7,38.7,8.1,9,30.0
P0517,21,20,1142,25.7,143.7,113,59,10,32.5,8.8,7,30.0
P0518,34,33,139,34.3,144.9,16,3,7,29.0,6.4,6,30.0
P0519,30,28,2243,29.5,144.9,257,66,10,27.8,7.6,10,45.0
P0520,45,43,50,19.2,130.4,4,1,6,32.9,8.0,12,30.0
P0521,32,31,1568,35.3,132.7,97,78,8,25.7,7.8,14,35.4
P0522,25,24,1235,34.9,140.9,100,65,10,22.2,6.5,10,39.5
P0523,48,47,476,49.6,136.5,52,21,5,33.9,5.0,10,30.0
P0524,48,46,2730,41.7,95.1,278,50,6,27.8,7.7,13,54.9
P0525,23,21,1282,26.8,130.9,112,53,10,29.3,7.2,20,30.0
P0526,40,40,50,52.7,119.7,3,1,3,37.7,6.8,9,30.0
P0527,14,14,988,47.0,138.2,84,33,1,28.1,8.2,9,30.0
P0528,44,43,50,41.2,180.0,4,0,5,29.1,7.4,15,30.0
P0529,32,29,50,34.0,141.6,5,1,14,24.2,6.1,14,30.0
P0530,38,35,2518,27.4,129.4,247,117,8,32.4,5.5,10,42.4
P0531,20,18,245,32.7,151.6,19,8,7,31.8,6.3,6,30.0
P0532,27,25,50,45.8,143.7,4,1,7,36.2,9.8,11,30.0
P0533,21,19,807,53.0,142.6,51,24,11,24.4,8.1,10,31.1
P0534,18,17,2601,49.9,145.9,307,127,8,25.3,7.6,12,63.2
P0535,19,16,50,31.6,172.0,4,2,2,35.3,7.2,13,30.0
P0536,26,26,50,25.9,114.6,4,1,14,31.0,7.2,11,30.0
P0537,47,46,4281,37.3,143.5,348,84,9,21.8,8.6,12,81.4
P0538,16,16,918,20.1,118.3,92,23,5,39.5,6.9,8,30.0
P0539,22,22,767,38.9,145.0,76,39,11,15.4,8.0,15,30.9
P0540,49,48,50,34.7,118.5,5,1,7,35.3,7.1,13,30.0
P0541,18,18,1772,31.8,127.5,134,64,6,18.9,9.3,10,34.9
P0542,36,33,1853,21.6,129.7,146,71,9,44.1,8.1,12,30.0
P0543,11,11,750,40.6,152.6,50,22,9,16.6,8.6,6,34.0
P0544,14,11,64,31.2,151.5,6,3,7,38.2,6.8,17,30.0
P0545,38,35,847,25.5,112.6,52,30,5,28.3,8.5,16,30.0
P0546,46,43,541,15.0,136.0,51,10,6,26.1,7.1,10,30.0
P0547,47,45,2141,35.8,122.2,240,43,7,30.5,7.5,11,37.2
P0548,28,28,3565,52.0,112.3,404,130,13,34.1,9.0,13,64.4
P0549,17,16,1532,51.0,131.1,133,80,7,21.8,6.4,6,40.7
P0550,10,9,50,31.9,129.4,4,1,8,22.5,7.6,4,30.0
P0551,31,31,2252,30.6,178.7,145,112,2,34.2,7.8,11,46.5
P0552,26,24,1267,40.2,142.8,127,57,8,15.3,7.9,14,39.5
P0553,16,14,638,27.0,110.2,69,15,4,24.3,6.9,10,30.0
P0554,34,31,2960,38.7,124.8,221,48,10,53.3,9.5,12,41.2
P0555,13,13,50,42.9,153.4,4,0,11,21.3,6.1,21,30.0
P0556,45,45,2041,47.0,172.6,225,90,7,38.2,8.9,14,39.2
P0557,15,14,230,35.1,106.5,25,5,11,24.3,8.6,11,30.0
P0558,40,40,50,34.2,101.2,3,1,10,33.1,9.3,7,30.0
P0559,28,26,983,28.1,168.7,91,34,11,34.2,5.8,10,30.0
P0560,48,48,4813,28.6,142.0,344,211,12,38.0,6.5,13,70.5
P0561,36,35,50,34.0,119.4,3,0,7,27.4,8.9,10,30.0
P0562,19,16,608,39.3,144.6,69,19,7,44.9,5.5,10,30.0
P0563,35,34,2466,44.2,90.0,269,84,8,24.3,5.8,12,44.7
P0564,28,27,872,28.8,135.1,92,31,10,30.9,6.9,8,30.0
P0565,48,45,1972,49.4,140.9,124,94,11,31.0,7.6,9,47.5
P0566,12,11,50,33.6,151.6,5,1,10,20.0,9.0,15,30.0
P0567,22,21,927,35.8,116.7,79,43,9,26.7,7.2,14,30.0
P0568,37,37,263,29.3,136.5,21,11,3,30.3,6.8,6,30.0
P0569,29,29,50,15.0,118.3,4,1,7,25.5,7.7,13,30.0
P0570,37,34,3279,44.0,139.6,214,140,3,48.5,7.9,17,47.8
P0571,17,17,1419,42.6,118.9,149,44,10,22.3,7.8,9,31.3
P0572,50,50,1759,33.5,127.7,167,36,7,38.4,7.2,14,31.7
P0573,48,47,2114,36.6,117.1,150,88,6,35.9,5.4,10,39.2
P0574,10,8,674,40.6,146.7,48,24,11,28.9,6.5,12,30.0
P0575,12,12,322,21.9,150.5,22,13,7,22.1,8.8,13,30.0
P0576,22,20,1189,31.2,130.8,75,33,12,22.9,7.6,9,30.0
P0577,37,37,1121,43.1,135.7,106,57,4,24.9,7.1,11,30.0
P0578,34,34,1942,24.7,108.9,214,74,8,15.0,8.5,18,37.4
P0579,42,39,1990,38.6,129.6,121,36,8,21.0,6.3,10,49.7
P0580,47,44,1249,23.8,134.1,78,41,4,17.1,7.2,11,32.8
P0581,15,12,50,40.2,180.0,4,2,11,39.8,7.5,11,30.0
P0582,41,39,1790,35.7,115.0,195,83,7,33.9,7.0,12,31.8
P0583,30,29,104,21.5,161.4,8,3,8,35.3,7.5,15,30.0
P0584,25,25,420,46.5,152.9,34,21,11,33.7,7.2,8,30.0
P0585,30,30,162,29.4,140.1,15,4,3,30.3,6.0,15,30.0
P0586,20,20,50,28.7,166.7,3,1,10,40.7,7.6,14,30.0
P0587,46,44,5197,37.8,141.7,320,264,11,24.1,6.1,9,91.3
P0588,45,42,4537,46.3,142.0,472,230,3,29.9,7.6,6,79.6
P0589,44,43,3372,26.9,134.0,328,143,10,35.0,8.8,9,56.5
P0590,28,26,50,36.6,157.0,4,2,9,18.4,7.1,12,30.0
P0591,29,26,1110,39.9,154.7,115,20,8,53.8,6.2,14,30.0
P0592,27,25,50,42.2,123.7,5,2,9,29.2,7.3,14,30.0
P0593,50,49,560,37.6,111.3,40,15,7,30.1,6.6,13,30.0
P0594,23,20,53,32.7,131.3,4,1,6,39.1,8.0,11,30.0
P0595,24,22,1406,28.6,120.6,94,34,10,36.3,7.3,19,30.0
P0596,40,39,865,36.8,133.9,58,27,12,29.3,9.1,17,30.0
P0597,10,10,545,26.4,157.3,54,13,8,30.0,8.6,10,30.0
P0598,12,11,264,15.0,126.8,29,7,9,17.0,7.2,13,30.0
P0599,25,25,3297,39.9,134.2,388,67,11,24.5,8.1,14,64.5
P0600,32,30,50,44.1,136.0,4,1,9,33.1,7.0,18,30.0
P0601,20,17,576,15.0,150.3,40,21,6,32.6,7.4,12,30.0
P0602,21,18,1039,26.9,94.6,68,33,8,38.8,7.0,13,30.0
P0603,19,17,50,41.6,124.1,5,1,6,28.0,8.2,10,30.0
P0604,41,38,4158,54.5,138.8,393,186,9,17.9,8.8,6,88.0
P0605,25,22,1063,36.2,156.6,103,53,7,37.5,8.2,21,30.0
P0606,17,17,386,29.4,126.1,41,17,7,40.5,8.3,13,30.0
P0607,47,45,272,34.4,101.2,27,7,6,36.2,8.3,14,30.0
P0608,21,20,271,48.4,146.2,29,12,9,27.7,8.0,10,30.0
P0609,33,33,3038,30.2,123.6,192,64,13,37.4,6.3,10,46.3
P0610,37,35,1008,28.8,113.6,105,20,5,55.0,9.1,16,30.0
P0611,17,17,959,31.7,123.8,106,27,2,29.9,9.2,5,30.0
P0612,37,36,206,27.4,131.7,15,9,5,18.5,7.2,9,30.0
P0613,45,44,359,37.1,124.1,35,8,6,24.3,7.0,15,30.0
P0614,35,33,3478,50.6,95.3,274,60,9,34.0,8.0,15,64.9
P0615,17,16,50,38.9,151.1,5,1,11,16.2,8.0,12,30.0
P0616,37,37,729,33.7,157.9,45,35,9,30.4,7.2,14,30.0
P0617,37,36,1242,33.4,146.7,117,50,5,32.0,6.1,18,31.4
P0618,46,46,1121,21.9,114.5,78,28,10,41.3,7.7,12,30.0
P0619,50,50,1803,43.9,131.4,185,67,5,39.5,8.0,6,30.0
P0620,45,44,2167,35.3,134.9,152,78,14,35.9,8.1,9,41.3
P0621,36,34,1978,34.4,145.8,146,81,5,15.0,7.7,9,44.1
P0622,26,23,2393,60.0,147.0,214,58,8,36.4,7.1,11,59.7
P0623,18,17,50,38.7,121.8,5,2,6,34.6,8.4,9,30.0
P0624,42,42,878,29.2,136.5,63,24,13,31.0,7.5,14,30.0
P0625,29,29,2047,32.2,143.2,140,87,8,15.2,6.9,11,47.0
P0626,22,21,1843,46.3,161.2,194,28,6,22.8,7.2,11,52.8
P0627,37,35,50,37.0,147.7,4,1,7,19.7,5.7,11,30.0
P0628,38,36,1121,23.1,149.2,128,32,5,15.0,7.2,4,30.0
P0629,22,22,50,44.3,136.5,3,1,11,29.0,8.1,11,30.0
P0630,44,44,1381,30.0,160.4,136,24,11,22.6,7.7,17,35.5
P0631,15,13,1991,52.9,142.4,147,92,9,50.0,8.9,10,31.8
P0632,27,24,57,45.7,119.5,3,1,5,27.6,7.1,18,30.0
P0633,14,13,68,32.0,160.3,6,2,11,39.4,7.9,12,30.0
P0634,34,34,2850,47.5,147.6,272,134,6,16.4,8.2,8,63.4
P0635,11,11,50,36.6,127.0,5,1,10,24.8,9.7,14,30.0
P0636,19,17,272,43.7,126.4,21,12,4,29.8,7.5,13,30.0
P0637,39,38,2448,40.4,140.3,212,101,7,21.7,6.4,11,52.1
P0638,14,12,124,28.4,143.3,10,3,11,25.6,8.2,12,30.0
P0639,42,41,946,30.2,138.6,112,44,10,27.3,9.3,5,30.0
P0640,10,9,710,45.3,140.6,55,19,7,27.1,7.1,12,30.0
P0641,27,26,1219,33.0,165.6,94,46,10,43.8,8.2,17,30.0
P0642,41,41,1681,32.4,154.3,136,75,8,32.0,8.6,15,33.9
P0643,20,17,307,27.4,138.4,28,9,3,32.8,8.4,13,30.0
P0644,30,28,1527,39.8,151.9,114,41,7,33.3,7.5,9,36.9
P0645,35,32,1529,54.6,116.4,175,51,6,33.9,6.7,9,36.4
P0646,34,32,1231,26.4,142.2,93,58,8,28.3,7.3,16,30.0
P0647,31,30,546,36.2,167.6,62,28,9,26.4,7.9,15,30.0
P0648,36,36,1433,48.7,131.1,94,52,10,30.3,8.3,13,38.9
P0649,22,19,50,35.3,119.7,4,2,12,38.3,7.7,14,30.0
P0650,42,42,1624,40.1,123.3,185,83,10,38.0,7.0,9,31.5
P0651,43,41,204,26.4,115.4,14,3,7,27.1,8.0,15,30.0
P0652,50,50,50,39.9,120.9,5,1,7,35.1,8.3,10,30.0
P0653,44,44,1900,34.3,128.3,165,82,13,27.4,7.8,16,36.1
P0654,10,7,380,44.9,109.7,44,18,8,29.3,6.6,10,30.0
P0655,30,29,2413,46.7,135.3,242,118,13,25.2,7.2,13,56.4
P0656,15,15,506,59.3,151.2,39,15,5,27.5,8.3,12,30.0
P0657,37,36,2089,41.2,118.7,148,38,7,39.7,6.0,15,37.2
P0658,26,24,1449,38.9,162.3,113,47,9,29.7,5.3,16,37.5
P0659,14,14,763,37.7,144.2,50,18,3,30.1,8.9,16,30.0
P0660,40,37,211,32.8,153.6,14,5,11,17.4,7.9,11,30.0
P0661,14,12,538,39.0,123.2,35,24,5,26.5,8.0,13,30.0
P0662,47,45,2046,33.3,150.4,174,36,6,27.1,6.3,5,41.8
P0663,12,9,340,37.5,115.3,36,16,8,22.4,8.1,13,30.0
P0664,32,32,50,47.9,151.0,3,1,4,29.2,7.7,12,30.0
P0665,46,46,1438,26.9,138.1,97,55,5,25.6,5.8,11,32.4
P0666,46,44,6538,46.3,145.0,644,121,15,29.6,8.8,15,100.0
P0667,19,19,581,47.9,113.8,41,16,4,30.0,7.6,9,30.0
P0668,19,18,171,34.9,118.9,11,3,5,21.4,7.0,16,30.0
P0669,28,25,580,16.9,145.8,40,31,14,25.8,7.0,13,30.0
P0670,26,25,1001,30.5,117.9,115,47,5,29.6,5.4,9,30.0
P0671,30,30,3136,47.7,143.3,342,104,12,38.5,8.0,17,58.3
P0672,23,21,50,35.8,110.4,4,1,13,31.1,7.7,11,30.0
P0673,18,15,701,27.0,150.3,69,36,5,23.7,7.2,12,30.0
P0674,10,10,500,31.5,112.8,46,14,6,32.2,8.7,10,30.0
P0675,22,22,822,43.6,144.9,82,17,8,42.7,6.0,14,30.0
P0676,13,11,602,40.9,146.3,60,22,8,36.3,6.8,16,30.0
P0677,10,8,549,33.8,122.5,53,28,6,33.4,6.5,16,30.0
P0678,49,48,2938,32.7,145.5,223,44,3,34.8,7.1,14,51.2
P0679,41,38,50,32.5,139.7,3,1,10,40.5,7.5,13,30.0
P0680,43,40,2016,27.7,125.3,176,105,6,37.6,7.8,11,30.0
P0681,37,35,1654,50.5,116.8,187,36,7,33.5,7.1,12,33.3
P0682,40,39,1384,33.1,99.7,130,27,4,37.5,6.5,10,30.0
P0683,17,14,705,47.0,141.3,77,26,7,20.3,9.1,10,30.0
P0684,48,46,1942,49.7,106.8,232,96,10,17.0,9.8,15,42.9
P0685,35,35,3450,45.0,136.7,240,117,4,30.3,7.5,13,62.5
P0686,43,40,1177,32.1,130.3,119,64,10,29.5,6.6,11,30.0
P0687,12,11,50,39.6,147.2,5,2,7,24.6,8.9,9,30.0
P0688,21,20,434,35.8,129.6,51,7,11,35.6,6.0,13,30.0
P0689,10,9,295,27.9,129.1,35,16,9,15.0,7.1,9,30.0
P0690,14,14,1214,38.9,148.2,122,38,7,24.7,6.7,15,38.0
P0691,39,36,1465,25.4,141.0,109,38,9,25.1,6.2,15,36.7
P0692,39,36,251,46.7,140.7,27,9,6,15.9,7.1,15,30.0
P0693,26,26,2883,31.8,143.4,191,78,8,41.0,6.5,11,45.6
P0694,32,29,1386,37.8,107.4,148,25,6,18.1,7.4,17,40.4
P0695,24,24,2105,38.5,148.6,241,31,8,24.3,7.4,11,48.9
P0696,46,46,1313,33.7,146.0,108,43,10,36.3,6.8,19,30.0
P0697,30,30,1898,41.3,116.7,185,92,9,34.2,7.0,10,40.7
P0698,23,22,1283,31.7,130.6,110,48,7,20.1,7.2,9,32.1
P0699,11,8,777,43.8,134.3,67,42,13,34.5,8.2,18,30.0
P0700,20,20,982,23.9,132.6,77,25,9,31.3,7.3,12,30.0
P0701,48,45,3128,37.1,141.0,330,82,10,47.7,8.2,11,50.5
P0702,47,46,1684,53.5,160.8,195,36,7,32.2,8.0,19,37.6
P0703,43,43,497,27.0,154.5,57,10,9,27.9,8.0,7,30.0
P0704,47,45,1793,29.9,111.4,126,47,7,22.1,8.8,15,36.9
P0705,43,42,3298,40.6,146.2,370,154,9,23.0,6.3,11,66.6
P0706,27,25,730,37.6,158.9,76,37,10,22.4,6.9,13,34.4
P0707,39,36,2911,39.2,142.0,218,157,6,40.0,9.2,10,50.3
P0708,24,21,2080,40.4,154.6,133,50,6,29.1,7.1,13,44.7
P0709,36,35,122,41.7,171.2,9,6,1,33.5,4.6,10,30.0
P0710,43,40,299,46.0,153.4,34,8,10,41.1,7.2,13,30.0
P0711,47,45,1535,39.7,139.5,150,29,5,15.0,7.5,18,49.8
P0712,42,42,1857,33.8,153.8,191,92,13,39.2,4.8,18,45.7
P0713,33,33,659,42.1,137.6,49,26,13,29.4,8.7,10,30.0
P0714,24,24,2997,53.1,135.4,309,64,11,32.5,6.7,7,60.9
P0715,39,38,1883,34.8,128.7,116,60,9,22.4,7.7,16,41.1
P0716,26,23,650,27.2,163.1,53,17,7,23.0,7.2,15,30.0
P0717,14,12,50,46.0,120.3,4,2,6,32.9,6.1,19,30.0
P0718,38,35,50,34.9,162.6,3,1,9,48.1,6.3,11,30.0
P0719,13,10,210,16.4,144.0,22,11,8,37.0,6.5,18,30.0
P0720,19,16,50,43.6,109.8,3,0,6,39.1,8.5,14,30.0
P0721,26,26,1631,31.2,141.6,161,47,10,27.5,7.3,9,37.2
P0722,19,17,503,35.2,97.2,42,17,9,24.2,6.9,13,30.0
