Player_ID,MatchesPlayed,Goals,Assists,Shots,ShotsOnTarget,PassAccuracy,Tackles,Player_Performance_Score
P0579,42,11,3,29,11,74.09,17,85.21
P0580,47,8,7,29,16,80.42,32,93.44
P0581,15,6,2,31,18,82.96,31,75.48
P0582,41,4,1,33,11,78.91,22,71.14
P0583,30,10,5,42,24,82.71,24,89.77
P0584,25,13,4,40,27,80.69,26,98.35
P0585,30,6,4,26,16,72.2,17,78.59
P0586,20,6,4,39,15,83.27,13,77.41
P0587,46,8,3,23,13,72.7,24,83.72
P0588,45,8,0,21,12,83.16,29,80.97
P0589,44,10,2,27,10,91.62,23,89.02
P0590,28,7,3,43,29,80.03,25,87.86
P0591,29,8,4,25,17,73.8,38,75.8
P0592,27,8,2,27,18,81.11,28,83.28
P0593,50,13,6,33,22,76.18,24,100.0
P0594,23,8,5,24,15,86.16,18,83.01
P0595,24,6,1,33,19,80.96,23,74.76
P0596,40,9,8,25,15,93.97,26,87.98
P0597,10,6,6,39,26,90.14,22,81.24
P0598,12,7,1,22,13,80.93,22,77.13
P0599,25,6,9,18,8,87.01,25,84.06
P0600,32,12,3,42,21,79.25,19,89.63
P0601,20,4,9,17,12,82.24,20,78.49
P0602,21,7,4,39,13,79.47,30,79.77
P0603,19,6,3,18,11,87.37,28,78.14
P0604,41,10,7,39,28,92.03,16,100.0
P0605,25,3,5,21,13,87.59,26,77.6
P0606,17,7,6,40,29,88.45,32,96.53
P0607,47,6,3,26,16,88.46,20,90.44
P0608,21,7,7,38,13,85.86,28,93.34
P0609,33,5,5,15,10,74.02,22,73.61
P0610,37,10,8,43,19,93.91,25,100.0
P0611,17,8,7,34,17,94.63,26,85.01
P0612,37,6,3,41,19,80.36,21,83.6
P0613,45,7,5,44,20,79.41,33,94.75
P0614,35,6,9,39,20,86.29,24,90.49
P0615,17,14,5,54,27,85.86,29,98.51
P0616,37,9,6,36,21,80.59,34,98.43
P0617,37,7,4,19,12,73.25,22,77.48
P0618,46,8,6,45,21,84.14,24,100.0
P0619,50,8,6,29,12,85.86,24,87.72
P0620,45,12,5,45,27,87.08,24,100.0
P0621,36,10,6,38,23,84.45,30,100.0
P0622,26,11,4,39,27,80.1,19,91.04
P0623,18,9,4,35,12,88.96,30,81.3
P0624,42,5,7,20,13,82.46,28,84.95
P0625,29,6,7,23,12,78.75,21,80.84
P0626,22,8,5,22,13,80.74,17,79.62
P0627,37,6,3,42,16,69.78,20,82.71
P0628,38,10,3,32,16,80.72,25,96.68
P0629,22,10,3,48,21,86.82,28,88.5
P0630,44,7,2,24,10,84.38,28,79.88
P0631,15,8,6,45,24,92.64,27,86.67
P0632,27,12,3,31,20,80.16,24,89.08
P0633,14,8,3,38,24,85.41,36,79.77
P0634,34,8,11,38,22,87.55,33,96.54
P0635,11,12,4,50,28,98.0,22,100.0
P0636,19,5,10,37,19,83.01,27,87.01
P0637,39,6,8,22,16,74.69,27,84.69
P0638,14,9,3,33,18,87.94,34,86.51
P0639,42,8,7,23,10,95.06,25,89.0
P0640,10,13,5,46,20,79.74,26,84.22
P0641,27,5,3,19,11,87.89,22,72.46
P0642,41,8,5,44,24,90.6,16,100.0
P0643,20,4,6,34,12,89.12,38,78.38
P0644,30,3,5,12,8,82.88,27,64.5
P0645,35,13,5,45,28,77.11,28,100.0
P0646,34,6,2,32,19,81.43,22,78.98
P0647,31,7,6,25,9,85.21,22,75.62
P0648,36,10,5,40,19,88.36,31,94.2
P0649,22,7,4,42,30,84.34,15,87.1
P0650,42,8,7,24,16,79.34,21,92.91
P0651,43,8,5,36,16,85.89,29,99.31
P0652,50,7,6,35,14,88.02,30,90.73
P0653,44,8,6,22,11,84.66,25,90.74
P0654,10,8,6,36,17,76.15,27,76.53
P0655,30,9,3,26,16,80.73,34,79.76
P0656,15,6,5,23,16,88.63,25,82.51
P0657,37,8,4,38,18,72.32,16,85.23
P0658,26,11,8,32,11,67.35,21,87.72
P0659,14,12,3,46,32,92.56,21,95.3
P0660,40,7,2,25,9,85.58,24,78.29
P0661,14,9,1,24,17,86.25,21,73.16
P0662,47,6,7,35,21,74.46,28,91.94
P0663,12,9,3,31,22,87.16,23,86.79
P0664,32,5,2,18,7,83.93,24,79.9
P0665,46,13,4,44,16,70.91,24,98.36
P0666,46,12,6,33,17,91.97,13,100.0
P0667,19,8,2,45,23,83.11,23,81.89
P0668,19,8,7,27,13,79.23,32,83.89
P0669,28,5,4,22,16,79.35,22,73.17
P0670,26,9,10,37,25,67.89,34,94.88
P0671,30,3,8,29,17,86.15,25,77.73
P0672,23,8,6,31,12,83.83,20,82.03
P0673,18,10,7,44,28,80.64,28,99.86
P0674,10,8,3,43,27,90.95,27,87.07
P0675,22,13,4,34,17,72.31,23,83.74
P0676,13,3,8,28,20,77.82,25,75.85
P0677,10,9,5,36,15,76.05,15,73.21
P0678,49,4,4,38,17,80.05,25,83.86
P0679,41,12,4,34,12,82.47,31,98.59
P0680,43,8,5,45,30,85.01,29,100.0
P0681,37,6,5,32,19,79.57,26,95.6
P0682,40,8,4,38,18,75.86,20,90.91
P0683,17,8,3,21,8,93.8,21,78.21
P0684,48,7,6,26,9,98.0,31,96.88
P0685,35,9,8,23,9,83.0,29,90.45
P0686,43,9,5,23,12,76.7,21,83.5
P0687,12,6,5,35,15,92.33,27,84.09
P0688,21,5,3,35,15,71.87,27,75.82
P0689,10,7,5,43,30,79.66,21,81.02
P0690,14,8,5,30,16,77.13,29,80.61
P0691,39,8,10,38,24,73.88,30,100.0
P0692,39,7,4,30,10,80.04,22,85.41
P0693,26,8,4,37,18,75.95,31,77.39
P0694,32,5,9,15,8,82.09,22,83.82
P0695,24,12,5,36,15,82.19,35,91.19
P0696,46,7,4,28,11,77.65,27,89.6
P0697,30,10,2,50,34,79.41,25,96.46
P0698,23,5,4,24,17,80.38,30,82.98
P0699,11,8,4,38,14,87.67,31,75.01
P0700,20,6,5,25,12,80.96,30,74.53
P0701,48,6,2,41,30,87.77,24,96.65
P0702,47,11,8,28,11,86.1,26,97.72
P0703,43,10,3,27,16,86.0,25,85.94
P0704,47,9,5,24,17,91.71,15,96.91
P0705,43,9,4,28,20,74.16,26,88.21
P0706,27,9,5,45,24,78.69,24,96.06
P0707,39,5,7,26,10,94.34,24,88.37
P0708,24,11,6,48,20,80.2,30,93.0
P0709,36,7,7,37,26,62.29,21,85.74
P0710,43,6,3,31,22,80.58,31,93.86
P0711,47,5,8,33,19,82.94,21,93.14
P0712,42,10,3,36,23,63.68,27,87.31
P0713,33,8,6,38,24,91.34,32,92.51
P0714,24,10,6,40,24,77.0,24,90.19
P0715,39,9,6,24,16,84.3,29,89.46
P0716,26,10,3,35,21,80.42,25,90.88
P0717,14,9,1,34,19,72.98,22,67.31
P0718,38,9,6,27,12,74.51,28,87.74
P0719,13,11,5,50,32,75.45,31,93.8
P0720,19,10,2,30,16,89.6,31,85.69
P0721,26,7,4,43,20,80.97,27,80.26
P0722,19,9,10,33,22,78.35,27,95.29
P0723,26,9,3,43,27,75.46,23,82.47
P0724,29,2,11,18,13,90.37,25,84.51
P0725,33,11,2,30,12,92.25,22,90.85
P0726,14,9,3,31,18,90.29,23,83.77
P0727,43,5,3,26,11,85.45,29,79.15
P0728,15,2,2,18,12,84.03,27,70.03
P0729,11,6,3,30,11,73.49,23,68.26
P0730,22,6,6,21,12,80.28,21,80.93
P0731,20,6,6,17,11,77.21,18,81.53
P0732,32,8,7,25,12,69.22,26,88.53
P0733,25,7,3,34,24,89.4,20,88.76
P0734,40,7,5,23,15,77.13,29,87.24
P0735,20,6,2,21,9,90.37,30,77.93
P0736,25,8,5,38,13,88.17,29,85.96
P0737,17,9,4,28,13,85.9,24,76.23
P0738,13,8,1,41,18,86.29,32,78.78
P0739,49,7,3,36,25,77.69,23,91.42
P0740,13,12,3,38,28,95.0,36,97.16
P0741,34,8,8,35,13,82.3,22,89.04
P0742,12,6,10,40,21,84.11,21,82.13
P0743,41,9,4,44,25,77.46,34,96.93
P0744,12,7,5,29,11,75.48,24,68.25
P0745,36,8,6,46,23,85.34,24,99.0
P0746,38,9,3,41,19,83.52,35,90.11
P0747,41,7,11,43,24,76.47,18,98.08
P0748,28,7,5,31,19,71.93,30,85.02
P0749,30,6,5,36,22,73.11,24,84.75
P0750,14,7,3,21,8,90.37,26,68.95
P0751,27,10,7,40,27,77.71,22,97.42
P0752,37,10,2,31,19,79.63,26,89.49
P0753,31,7,5,30,21,92.15,22,86.42
P0754,30,10,4,39,20,74.14,27,84.72
P0755,15,6,6,24,16,76.91,34,77.37
P0756,10,8,4,43,29,76.62,34,78.13
P0757,14,7,5,35,18,93.33,23,89.06
P0758,50,7,3,19,9,95.95,21,94.24
P0759,21,8,5,41,29,87.26,18,90.48
P0760,35,9,6,30,19,87.48,31,93.68
P0761,43,9,3,36,25,77.94,29,92.05
P0762,23,10,7,34,22,95.63,35,100.0
P0763,35,7,4,37,21,83.87,24,94.03
P0764,36,4,2,20,7,87.97,33,73.64
P0765,18,6,12,35,16,81.26,28,83.82
P0766,35,7,4,22,16,80.12,20,89.17
P0767,31,6,2,26,12,93.64,27,73.18
P0768,39,10,7,47,18,85.78,27,93.39
P0769,26,7,1,21,13,92.16,32,78.83
P0770,35,15,0,38,24,83.79,24,90.09
P0771,45,5,3,30,13,76.06,26,84.73
P0772,10,5,10,38,17,77.92,34,85.02
P0773,17,6,2,20,10,82.72,25,68.81
P0774,44,8,9,45,16,77.61,16,98.53
P0775,24,13,3,50,33,74.25,33,100.0
P0776,31,8,6,40,19,90.41,24,90.58
P0777,23,6,5,29,20,78.19,27,79.2
P0778,35,13,3,51,34,82.97,22,100.0
P0779,37,5,8,31,19,84.07,19,91.04
P0780,32,7,4,41,19,77.88,20,83.68
P0781,23,6,5,41,22,92.16,22,90.37
P0782,33,6,4,32,16,74.18,20,80.13
P0783,11,7,4,43,20,83.83,17,74.86
P0784,35,8,3,37,25,83.72,25,89.56
P0785,23,6,5,22,11,81.62,27,82.07
P0786,16,9,3,25,17,72.92,27,70.06
P0787,12,7,7,38,14,88.1,19,79.14
P0788,32,6,2,40,16,87.2,23,85.49
P0789,27,6,7,20,14,77.27,25,79.84
P0790,47,6,4,24,14,86.95,23,93.22
P0791,44,5,3,34,18,84.62,25,90.05
P0792,24,7,3,27,15,73.04,23,75.58
P0793,34,4,8,34,14,76.02,20,78.81
P0794,46,12,10,29,18,89.97,24,100.0
P0795,37,6,5,29,11,84.17,26,94.01
P0796,19,10,8,50,28,78.05,20,100.0
P0797,48,4,1,14,8,75.99,31,75.96
P0798,26,8,6,43,30,78.39,31,89.7
P0799,48,2,2,18,10,78.89,31,75.64
P0800,31,6,4,39,15,76.08,22,79.64
P0801,35,9,4,41,23,69.81,30,83.47
P0802,34,6,8,33,12,89.98,41,91.59
P0803,26,10,7,48,20,88.79,16,97.93
P0804,22,6,4,29,10,73.09,24,65.59
P0805,29,8,7,46,25,82.95,26,96.01
P0806,34,3,5,24,9,75.68,24,79.06
P0807,13,5,7,25,13,80.17,15,71.61
P0808,19,11,3,36,26,79.59,24,94.63
P0809,12,9,4,29,18,79.01,27,77.42
P0810,50,7,8,28,10,96.02,20,97.35
P0811,27,8,7,44,19,78.92,20,85.87
P0812,45,4,2,13,8,76.34,27,73.96
P0813,31,12,2,42,29,76.66,22,90.06
P0814,43,11,6,29,11,89.31,22,98.86
P0815,17,6,8,29,19,70.44,30,84.42
P0816,49,9,4,24,13,76.66,35,91.41
P0817,28,14,6,49,27,92.13,21,98.29
P0818,50,8,8,41,30,83.71,24,100.0
P0819,46,8,6,23,14,83.34,24,93.74
P0820,15,6,4,42,28,96.93,16,82.8
P0821,35,8,6,35,17,83.72,27,97.67
P0822,43,6,6,24,13,77.04,39,81.84
P0823,15,11,4,32,19,80.03,26,76.32
P0824,46,5,4,40,19,74.05,30,81.96
P0825,42,12,5,37,21,90.79,26,100.0
P0826,31,9,9,47,20,86.02,24,91.93
P0827,30,11,5,37,15,89.87,23,88.33
P0828,15,6,6,38,18,90.49,17,84.15
P0829,15,9,9,24,15,79.1,19,87.32
P0830,13,9,3,31,22,75.39,26,81.25
P0831,39,9,10,40,21,81.64,27,100.0
P0832,20,9,7,41,24,75.89,28,87.49
P0833,39,7,6,40,15,83.15,23,86.61
P0834,40,5,5,32,22,89.92,28,92.86
P0835,33,2,5,13,7,80.82,35,68.65
P0836,18,9,9,40,26,83.05,29,85.8
P0837,12,6,7,28,18,81.34,25,77.84
P0838,40,7,7,22,9,87.62,30,93.41
P0839,49,4,5,27,15,77.33,22,84.33
P0840,46,9,2,33,24,66.62,24,91.4
P0841,45,8,5,39,15,85.3,23,83.06
P0842,33,10,4,29,18,88.91,31,93.99
P0843,40,9,7,28,20,85.12,25,99.05
P0844,15,9,3,35,16,77.52,25,72.75
P0845,11,2,3,31,21,74.05,17,68.14
P0846,29,6,6,26,18,85.46,23,84.47
P0847,37,7,3,42,27,82.99,31,100.0
P0848,20,7,5,43,19,81.12,23,72.59
P0849,13,9,3,36,17,94.76,30,89.11
P0850,24,6,8,20,7,75.37,23,76.62
P0851,15,6,3,36,24,94.43,33,76.36
P0852,39,10,7,47,32,82.22,23,99.9
P0853,47,10,5,36,21,69.15,24,94.69
P0854,11,12,6,43,21,80.75,25,93.36
P0855,24,8,4,46,17,88.72,26,91.66
P0856,20,5,6,24,15,79.44,23,82.72
P0857,17,8,7,31,19,71.68,30,79.51
P0858,35,8,10,29,20,80.85,31,100.0
P0859,14,8,7,31,19,76.0,18,82.94
P0860,15,14,6,34,23,85.44,40,96.3
P0861,35,2,4,21,13,87.41,31,76.31
P0862,13,7,6,40,24,74.61,22,77.66
P0863,28,7,2,44,22,77.06,14,78.65
P0864,29,5,2,40,28,87.3,20,79.18
P0865,42,7,3,26,15,75.99,15,77.42
P0866,29,8,9,41,20,74.42,27,92.96
P0867,21,8,4,41,15,73.75,23,80.6
P0868,10,12,7,36,16,84.46,28,88.84
P0869,35,4,8,13,7,84.16,19,85.86
P0870,23,6,6,22,10,77.21,21,75.51
P0871,47,8,3,46,20,82.04,29,90.23
P0872,46,9,6,35,19,92.69,20,100.0
P0873,20,6,3,25,10,75.18,32,72.18
P0874,45,11,7,32,21,68.34,27,98.03
P0875,22,6,6,31,16,85.19,16,70.15
P0876,12,9,2,45,26,81.23,26,81.49
P0877,42,12,1,44,17,77.03,31,83.99
P0878,15,7,2,22,10,86.56,23,67.94
P0879,19,14,5,58,29,87.87,24,94.08
P0880,14,6,4,33,22,66.54,21,68.84
P0881,32,9,5,31,20,77.43,25,86.48
P0882,19,8,8,32,14,98.0,21,87.02
P0883,11,10,4,46,27,86.08,25,89.86
P0884,22,9,6,41,18,86.73,30,90.07
P0885,49,5,3,34,25,90.21,28,83.79
P0886,11,7,4,44,32,82.12,22,83.04
P0887,29,10,8,36,20,87.58,32,98.91
P0888,10,6,5,38,23,87.03,24,78.42
P0889,46,7,7,24,16,85.77,29,93.99
P0890,18,8,2,32,20,79.75,25,79.29
P0891,26,6,5,25,15,83.2,26,84.08
P0892,18,5,10,34,24,77.88,24,79.43
P0893,20,7,4,23,13,82.09,17,75.42
P0894,24,4,5,33,19,73.82,18,80.69
P0895,33,12,3,31,21,76.47,30,98.08
P0896,47,12,3,30,18,80.02,31,100.0
P0897,44,9,8,30,19,75.39,37,100.0
P0898,39,7,3,28,12,78.46,29,88.96
P0899,40,5,7,29,14,80.85,36,95.39
P0900,14,5,8,23,9,84.82,25,76.38
P0901,23,7,4,28,15,88.64,22,77.2
P0902,20,6,5,27,14,78.75,24,75.79
P0903,18,7,6,27,20,91.35,21,97.34
P0904,43,9,1,36,21,88.57,31,85.3
P0905,21,8,2,25,16,85.53,22,76.98
P0906,44,6,3,25,12,83.08,23,76.95
P0907,44,9,4,26,17,84.23,32,93.79
P0908,10,8,4,22,13,90.31,22,72.99
P0909,49,5,4,33,20,90.57,25,89.67
P0910,31,9,3,23,10,91.34,26,77.3
P0911,38,6,5,37,21,82.29,31,91.04
P0912,17,8,5,21,12,85.88,23,85.03
P0913,20,6,2,28,16,91.4,24,75.58
P0914,50,7,6,29,20,77.63,23,92.14
P0915,46,8,3,21,14,79.77,34,88.0
P0916,23,5,4,28,20,82.11,27,79.72
P0917,39,8,3,31,19,88.3,19,87.99
P0918,44,5,6,21,15,88.41,27,91.74
P0919,30,9,4,24,16,80.38,23,90.18
P0920,46,11,1,41,18,71.44,32,86.81
P0921,14,8,9,28,14,83.72,19,83.02
P0922,28,6,7,38,16,75.57,28,86.81
P0923,23,11,5,46,16,71.57,25,79.8
P0924,35,7,4,43,18,73.15,27,75.31
P0925,13,10,2,39,13,84.28,28,79.74
P0926,34,8,4,46,29,91.53,34,97.88
P0927,34,9,5,30,15,82.27,28,86.14
P0928,27,7,4,28,13,83.48,25,78.36
P0929,49,7,6,37,24,90.28,25,94.99
P0930,17,12,3,31,21,71.19,33,82.41
P0931,48,3,7,30,22,85.64,25,92.85
P0932,49,6,5,30,18,81.92,24,84.99
P0933,23,9,6,31,16,85.96,19,85.38
P0934,41,8,7,29,13,78.62,25,86.49
P0935,47,8,2,41,17,76.27,24,80.35
P0936,42,7,6,43,18,82.98,34,95.94
P0937,32,9,4,28,14,93.54,31,88.09
P0938,24,11,6,34,25,88.03,27,97.01
P0939,42,8,3,31,10,78.45,39,79.95
P0940,34,7,6,26,11,72.61,32,80.27
P0941,26,8,8,32,13,70.23,20,86.04
P0942,42,15,3,44,28,91.21,22,100.0
P0943,11,14,7,55,27,75.31,29,88.0
P0944,23,10,15,28,14,79.72,30,99.27
P0945,49,6,7,32,13,91.25,25,94.7
P0946,49,13,6,50,25,70.7,21,100.0
P0947,48,4,3,18,7,92.45,33,86.17
P0948,15,4,2,21,11,80.22,25,63.29
P0949,15,7,5,41,15,73.96,32,77.98
P0950,12,10,6,29,19,80.27,21,82.32
P0951,16,13,6,51,29,76.94,24,99.89
P0952,17,6,4,40,25,85.09,19,77.54
P0953,24,10,1,30,15,77.46,32,79.59
P0954,38,5,6,31,15,68.62,27,84.81
P0955,42,11,8,43,16,80.46,16,93.1
P0956,39,6,2,41,22,72.5,34,83.25
P0957,48,8,2,44,24,83.43,35,86.37
P0958,36,4,2,34,18,73.69,22,70.54
P0959,45,8,5,33,21,78.58,29,94.55
P0960,38,9,7,39,26,83.28,32,95.22
P0961,47,11,7,40,26,80.51,34,100.0
P0962,42,8,9,22,8,83.75,32,95.68
P0963,46,8,4,46,27,86.76,31,95.01
P0964,36,9,7,41,15,73.89,20,92.03
P0965,42,13,5,56,35,81.55,21,100.0
P0966,13,10,7,27,13,58.69,30,80.78
P0967,31,9,7,24,9,83.73,20,92.01
P0968,11,8,3,22,15,79.89,31,77.63
P0969,19,7,5,40,23,75.12,26,87.77
P0970,14,12,5,35,17,84.21,30,92.57
P0971,19,2,5,12,4,90.21,24,66.33
P0972,42,6,5,33,18,78.67,29,92.42
P0973,47,6,8,22,15,75.39,25,91.26
P0974,22,6,2,23,13,83.16,28,73.3
P0975,40,13,6,50,36,72.65,26,100.0
P0976,45,6,6,22,8,77.38,35,90.37
P0977,33,6,6,25,14,90.56,21,87.41
P0978,24,9,1,42,28,82.44,24,92.39
P0979,38,8,10,46,25,68.84,14,98.29
P0980,17,14,5,36,14,69.42,27,89.44
P0981,14,6,3,42,24,83.13,27,74.13
P0982,38,4,0,17,10,88.04,23,72.67
P0983,13,9,7,41,26,70.68,16,84.31
P0984,21,7,4,28,18,85.15,30,84.98
P0985,11,8,6,38,25,91.31,30,90.62
P0986,36,8,4,35,21,95.22,29,93.81
P0987,40,10,2,49,21,84.32,20,90.94
P0988,45,6,4,17,8,85.55,30,87.39
P0989,45,4,9,17,11,67.07,22,79.41
P0990,35,10,4,29,21,96.7,31,100.0
P0991,36,10,5,32,12,77.97,36,82.12
P0992,14,5,8,36,20,75.47,34,86.67
P0993,29,7,2,40,19,80.21,28,80.72
P0994,20,8,2,42,18,92.58,27,86.29
P0995,19,4,5,32,17,97.46,22,80.8
P0996,49,7,4,33,19,82.88,22,91.75
P0997,47,12,8,45,15,88.99,19,100.0
P0998,15,8,6,39,25,82.3,33,90.72
P0999,17,6,9,29,19,74.74,30,82.31
P1000,32,5,7,40,29,92.34,28,97.58
